customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date,total_spend,customer_value,engagement_score,recency_days,monthly_spend,customer_type
1853,57,0,3,60199,58,36,33.89,13,15,0.08,0,Excellent customer service.,2025-07-24,1220.04,15860.52,10.776,250,7.770955414012739,1
1854,54,0,8,114651,99,30,64.61,8,24,0.85,0,"Great experience, will shop again!",2025-09-05,1938.3,15506.4,16.845,207,19.982474226804122,2
1855,42,1,5,77011,15,22,30.25,8,21,0.5,0,"Great experience, will shop again!",2025-10-16,665.5,5324.0,14.85,166,6.860824742268041,0
1856,42,0,5,24730,2,15,25.61,7,16,0.71,1,Difficult to navigate the website.,2024-08-07,384.15,2689.0499999999997,11.286999999999999,601,4.5194117647058825,0
1857,29,0,1,67965,83,29,42.87,9,20,0.14,0,Excellent customer service.,2025-06-09,1243.23,11189.07,14.258,295,11.405779816513762,2
1858,70,1,9,86616,32,32,37.15,12,20,0.42,0,Excellent customer service.,2025-06-02,1188.8,14265.599999999999,14.174,302,8.198620689655172,0
1859,23,0,9,130363,31,14,60.11,1,6,0.5,0,Good quality and value for money.,2025-06-07,841.54,841.54,4.35,297,64.73384615384614,0
1860,70,0,2,120265,56,16,51.16,3,23,0.51,0,Love the products and fast shipping.,2025-06-01,818.56,2455.68,16.246999999999996,303,22.12324324324324,1
1861,65,0,9,173880,98,49,79.47,15,27,0.87,0,Very satisfied with my purchase.,2025-07-29,3894.0299999999997,58410.45,18.939,245,21.513977900552486,2
1862,24,0,9,73521,66,20,41.96,4,2,0.78,0,The website is easy to use.,2025-05-20,839.2,3356.8,1.466,315,17.1265306122449,1
1863,56,1,9,78710,48,12,39.53,1,13,0.81,1,"Poor quality, item broke after a week.",2024-08-15,474.36,474.36,9.157,593,36.48923076923077,1
1864,52,0,5,82488,67,42,56.41,15,17,0.13,0,"Great experience, will shop again!",2025-09-16,2369.22,35538.299999999996,12.160999999999998,196,13.089613259668507,1
1865,65,0,1,62805,98,21,56.55,4,3,0.72,0,Good quality and value for money.,2025-10-24,1187.55,4750.2,2.1839999999999997,158,24.235714285714284,2
1866,53,1,0,178988,87,19,79.84,0,11,0.1,0,Excellent customer service.,2025-06-07,1516.96,0.0,7.969999999999999,297,1516.96,2
1867,41,1,4,68352,99,29,46.32,7,2,0.78,0,"Great experience, will shop again!",2025-05-09,1343.28,9402.96,1.466,326,15.80329411764706,2
1868,22,1,8,100626,8,16,42.76,4,22,0.73,0,Very satisfied with my purchase.,2025-05-30,684.16,2736.64,15.480999999999998,305,13.962448979591835,0
1869,25,0,4,84973,45,11,54.53,1,27,0.11,0,Very satisfied with my purchase.,2025-08-06,599.83,599.83,19.166999999999998,237,46.14076923076924,1
1870,32,1,2,83563,99,20,56.4,2,5,0.44,0,"Great experience, will shop again!",2025-05-12,1128.0,2256.0,3.668,323,45.12,2
1871,70,1,6,65515,70,11,39.72,1,19,0.74,1,Shipping was too slow.,2024-05-15,436.91999999999996,436.91999999999996,13.377999999999998,685,33.60923076923076,1
1872,43,1,2,138106,6,34,47.92,12,24,0.25,0,"Great experience, will shop again!",2025-08-06,1629.28,19551.36,17.025,237,11.236413793103448,0
1873,33,0,5,49095,53,32,33.95,12,13,0.85,0,Very satisfied with my purchase.,2025-10-10,1086.4,13036.800000000001,9.145,172,7.492413793103449,1
1874,53,0,9,171963,27,15,54.48,2,11,0.64,0,"Great experience, will shop again!",2025-08-27,817.1999999999999,1634.3999999999999,7.807999999999999,216,32.687999999999995,0
1875,43,0,5,53362,4,10,23.95,3,8,0.2,0,"Great experience, will shop again!",2025-05-23,239.5,718.5,5.84,312,6.472972972972973,0
1876,47,1,9,61078,36,10,42.35,1,23,0.46,0,Love the products and fast shipping.,2025-07-01,423.5,423.5,16.261999999999997,273,32.57692307692308,0
1877,38,1,4,141943,60,37,69.22,11,19,0.99,0,Good quality and value for money.,2025-07-10,2561.14,28172.539999999997,13.302999999999999,264,19.256691729323308,1
1878,33,0,3,61948,14,32,42.58,14,14,0.6,1,Customer service was unhelpful.,2024-02-24,1362.56,19075.84,9.919999999999998,766,8.062485207100591,0
1879,44,1,9,147463,70,41,56.04,12,23,0.24,0,The website is easy to use.,2025-06-30,2297.64,27571.68,16.328,274,15.845793103448274,1
1880,42,1,6,99018,91,34,64.34,10,30,0.18,0,Love the products and fast shipping.,2025-05-22,2187.56,21875.6,21.246,313,18.07900826446281,2
1881,30,1,2,89156,85,15,58.42,1,15,0.35,0,Love the products and fast shipping.,2025-10-14,876.3000000000001,876.3000000000001,10.695,168,67.40769230769232,2
1882,31,0,3,46799,31,6,37.76,1,23,0.75,0,Excellent customer service.,2025-10-19,226.56,226.56,16.174999999999997,163,17.427692307692308,0
1883,22,0,9,138495,36,11,47.06,0,21,0.93,0,"Great experience, will shop again!",2025-07-06,517.6600000000001,0.0,14.721,268,517.6600000000001,0
1884,23,0,9,97542,13,16,34.56,4,9,0.61,0,Love the products and fast shipping.,2025-05-18,552.96,2211.84,6.417,317,11.284897959183674,0
1885,45,0,9,84781,20,20,41.21,7,22,0.08,0,Excellent customer service.,2025-05-13,824.2,5769.400000000001,15.675999999999998,322,9.696470588235295,0
1886,46,1,8,101055,34,18,55.47,5,24,0.47,0,"Great experience, will shop again!",2025-06-19,998.46,4992.3,16.958999999999996,285,16.368196721311477,0
1887,22,1,9,101743,99,25,50.83,4,8,0.48,0,Very satisfied with my purchase.,2025-08-15,1270.75,5083.0,5.755999999999999,228,25.933673469387756,2
1888,52,1,0,144710,44,21,53.27,5,12,0.55,0,"Great experience, will shop again!",2025-10-08,1118.67,5593.35,8.534999999999998,174,18.338852459016394,1
1889,38,1,5,22495,68,13,34.94,3,27,0.15,0,Excellent customer service.,2025-07-17,454.21999999999997,1362.6599999999999,19.154999999999998,257,12.276216216216216,1
1890,21,0,4,59321,62,15,38.55,3,14,0.67,0,Good quality and value for money.,2025-08-27,578.25,1734.75,9.899,216,15.628378378378379,1
1891,45,0,2,75056,51,34,43.32,12,15,0.23,0,Love the products and fast shipping.,2025-10-05,1472.88,17674.56,10.731,177,10.157793103448277,1
1892,26,0,8,141860,39,16,63.33,3,22,0.9,0,The website is easy to use.,2025-10-10,1013.28,3039.84,15.429999999999998,172,27.385945945945945,0
1893,53,0,3,83696,52,22,45.74,7,10,0.97,0,The website is easy to use.,2025-09-08,1006.2800000000001,7043.960000000001,7.009,204,11.838588235294118,1
1894,32,0,6,113551,24,19,49.91,5,7,0.54,0,"Great experience, will shop again!",2025-10-18,948.29,4741.45,5.037999999999999,164,15.545737704918032,0
1895,34,1,4,95674,10,12,36.3,3,12,0.08,1,I will not be shopping here again.,2025-01-27,435.59999999999997,1306.8,8.675999999999998,428,11.772972972972973,0
1896,62,0,5,60108,90,22,55.4,5,15,0.7,0,Good quality and value for money.,2025-08-01,1218.8,6094.0,10.59,242,19.98032786885246,2
1897,27,0,5,36451,86,25,35.26,7,30,0.95,0,Good quality and value for money.,2025-05-30,881.5,6170.5,21.015,305,10.370588235294118,2
1898,58,1,2,168136,98,36,71.11,8,20,0.43,0,Good quality and value for money.,2025-08-23,2559.96,20479.68,14.171,220,26.391340206185568,2
1899,41,1,9,104572,39,36,39.49,13,9,0.74,0,Good quality and value for money.,2025-10-02,1421.64,18481.32,6.378,180,9.055031847133758,0
1900,37,0,2,112852,94,46,61.47,15,8,0.49,0,Good quality and value for money.,2025-07-14,2827.62,42414.299999999996,5.752999999999999,260,15.622209944751381,2
1901,44,1,8,52748,72,40,52.0,15,3,0.02,0,Very satisfied with my purchase.,2025-07-24,2080.0,31200.0,2.3939999999999997,250,11.491712707182321,2
1902,59,1,3,74528,48,22,46.65,7,21,0.27,0,"Great experience, will shop again!",2025-06-21,1026.3,7184.099999999999,14.918999999999999,283,12.074117647058824,1
1903,24,0,6,127293,20,10,52.43,1,5,0.95,0,The website is easy to use.,2025-05-20,524.3,524.3,3.515,315,40.33076923076923,0
1904,67,0,1,88815,17,37,40.61,15,18,0.92,0,"Great experience, will shop again!",2025-06-04,1502.57,22538.55,12.623999999999999,300,8.301491712707183,0
1905,19,1,0,80622,47,10,49.6,1,14,0.02,0,The website is easy to use.,2025-07-18,496.0,496.0,10.094,256,38.15384615384615,1
1906,26,1,5,30840,83,11,33.07,1,18,0.16,0,Good quality and value for money.,2025-08-15,363.77,363.77,12.852,228,27.982307692307693,2
1907,57,1,2,100710,49,20,46.33,5,1,0.15,0,Love the products and fast shipping.,2025-08-02,926.5999999999999,4633.0,0.955,241,15.190163934426227,1
1908,19,0,4,114999,75,14,67.91,0,28,0.09,0,Excellent customer service.,2025-08-24,950.74,0.0,19.872999999999998,219,950.74,2
1909,53,0,9,102873,67,23,57.24,5,25,0.37,0,The website is easy to use.,2025-08-07,1316.52,6582.6,17.689,236,21.582295081967214,1
1910,24,0,9,75420,38,11,39.42,1,13,0.92,1,I will not be shopping here again.,2024-05-05,433.62,433.62,9.123999999999999,695,33.355384615384615,0
1911,64,0,3,30615,94,25,53.22,6,23,0.51,0,"Great experience, will shop again!",2025-10-07,1330.5,7983.0,16.246999999999996,175,18.226027397260275,2
1912,50,1,9,60655,42,11,40.04,2,7,0.37,0,Good quality and value for money.,2025-07-25,440.44,880.88,5.0889999999999995,249,17.6176,1
1913,40,0,9,139154,19,36,47.63,14,1,0.1,0,"Great experience, will shop again!",2025-09-28,1714.68,24005.52,0.97,184,10.146035502958581,0
1914,64,0,8,112959,28,9,43.04,1,5,0.05,0,Good quality and value for money.,2025-07-06,387.36,387.36,3.785,268,29.79692307692308,0
1915,55,1,3,84136,70,26,42.79,8,12,0.67,0,The website is easy to use.,2025-07-08,1112.54,8900.32,8.498999999999999,266,11.469484536082474,1
1916,48,1,7,92148,81,29,50.04,9,25,0.63,0,Excellent customer service.,2025-06-30,1451.16,13060.44,17.611,274,13.313394495412846,2
1917,56,1,7,49226,87,27,51.58,7,8,0.32,0,Excellent customer service.,2025-09-26,1392.6599999999999,9748.619999999999,5.803999999999999,186,16.384235294117644,2
1918,35,0,5,32829,100,24,54.89,6,24,0.65,0,"Great experience, will shop again!",2025-06-18,1317.3600000000001,7904.160000000001,16.904999999999998,286,18.046027397260275,2
1919,29,1,9,75026,2,12,39.35,4,22,0.48,0,Love the products and fast shipping.,2025-08-14,472.20000000000005,1888.8000000000002,15.556,229,9.636734693877552,0
1920,47,0,8,96438,27,7,43.83,0,4,0.03,0,"Great experience, will shop again!",2025-08-14,306.81,0.0,3.0909999999999997,229,306.81,0
1921,38,0,4,53714,98,22,49.7,4,30,0.82,0,The website is easy to use.,2025-08-06,1093.4,4373.6,21.054,237,22.314285714285717,2
1922,57,0,2,102294,66,27,61.26,7,20,0.83,0,"Great experience, will shop again!",2025-10-03,1654.02,11578.14,14.051,179,19.45905882352941,1
1923,57,1,5,81556,91,14,50.82,0,18,0.9,0,Very satisfied with my purchase.,2025-07-22,711.48,0.0,12.629999999999999,252,711.48,2
1924,26,1,4,47028,65,21,43.91,5,17,0.17,0,Very satisfied with my purchase.,2025-05-06,922.1099999999999,4610.549999999999,12.149,329,15.116557377049178,1
1925,53,1,5,39132,62,16,32.11,3,30,0.43,0,"Great experience, will shop again!",2025-08-29,513.76,1541.28,21.171,214,13.885405405405406,1
1926,62,1,9,153620,4,22,61.51,7,24,0.39,0,The website is easy to use.,2025-06-20,1353.22,9472.54,16.982999999999997,284,15.920235294117647,0
1927,52,0,7,70614,59,35,41.15,12,18,0.16,0,Good quality and value for money.,2025-06-03,1440.25,17283.0,12.852,301,9.932758620689656,1
1928,69,1,8,64143,85,16,40.43,2,6,0.72,0,"Great experience, will shop again!",2025-10-09,646.88,1293.76,4.283999999999999,173,25.8752,2
1929,55,1,6,71911,64,16,54.66,2,23,0.01,0,Very satisfied with my purchase.,2025-05-29,874.56,1749.12,16.397,306,34.9824,1
1930,21,1,8,104534,34,12,47.39,1,27,0.41,0,The website is easy to use.,2025-10-03,568.6800000000001,568.6800000000001,19.076999999999998,179,43.744615384615386,0
1931,46,0,8,97632,78,17,49.52,1,4,0.87,0,Excellent customer service.,2025-05-11,841.84,841.84,2.839,324,64.75692307692307,2
1932,19,1,0,86934,41,11,48.41,1,28,0.37,0,Good quality and value for money.,2025-05-19,532.51,532.51,19.788999999999998,316,40.96230769230769,1
1933,55,0,3,70170,10,9,41.4,2,13,0.44,0,Good quality and value for money.,2025-10-05,372.59999999999997,745.1999999999999,9.267999999999999,177,14.903999999999998,0
1934,68,0,8,118401,75,22,57.09,3,29,0.18,0,Very satisfied with my purchase.,2025-07-18,1255.98,3767.94,20.545999999999996,256,33.9454054054054,2
1935,68,1,9,138514,28,42,49.76,15,27,0.54,0,"Great experience, will shop again!",2025-05-26,2089.92,31348.800000000003,19.038,309,11.546519337016575,0
1936,43,1,2,60532,55,9,53.02,1,14,0.78,1,Customer service was unhelpful.,2024-06-08,477.18,477.18,9.866,661,36.706153846153846,1
1937,47,0,3,78188,94,33,58.18,9,8,0.38,0,Love the products and fast shipping.,2025-05-04,1919.94,17279.46,5.786,331,17.614128440366972,2
1938,22,1,8,97926,90,19,54.6,3,14,0.02,0,Love the products and fast shipping.,2025-05-03,1037.4,3112.2000000000003,10.094,332,28.03783783783784,2
1939,49,1,7,95098,7,16,32.36,4,6,0.3,0,Very satisfied with my purchase.,2025-08-07,517.76,2071.04,4.409999999999999,236,10.566530612244899,0
1940,60,0,2,128619,79,18,67.31,2,3,0.39,0,Very satisfied with my purchase.,2025-07-12,1211.58,2423.16,2.2829999999999995,262,48.4632,2
1941,45,0,9,94352,4,16,39.51,6,15,0.23,0,Very satisfied with my purchase.,2025-10-24,632.16,3792.96,10.731,158,8.65972602739726,0
1942,42,1,5,72685,94,26,60.8,6,24,0.13,0,"Great experience, will shop again!",2025-10-08,1580.8,9484.8,17.060999999999996,174,21.654794520547945,2
1943,20,0,9,120028,45,10,61.36,0,5,0.58,0,Very satisfied with my purchase.,2025-09-20,613.6,0.0,3.626,192,613.6,1
1944,32,0,1,22274,21,13,26.2,4,22,0.55,0,Excellent customer service.,2025-07-02,340.59999999999997,1362.3999999999999,15.534999999999998,272,6.951020408163265,0
1945,21,0,9,103796,92,17,54.43,1,29,0.92,0,Love the products and fast shipping.,2025-10-12,925.31,925.31,20.323999999999998,170,71.1776923076923,2
1946,38,0,1,41573,24,16,42.95,6,20,0.12,0,Excellent customer service.,2025-10-19,687.2,4123.200000000001,14.264,163,9.413698630136986,0
1947,55,0,5,30788,86,33,41.79,11,13,0.62,0,Love the products and fast shipping.,2025-05-17,1379.07,15169.769999999999,9.214,318,10.368947368421052,2
1948,59,0,1,28320,53,38,32.51,15,27,1.0,0,Good quality and value for money.,2025-09-10,1235.3799999999999,18530.699999999997,18.9,202,6.825303867403314,1
1949,35,1,8,108249,90,13,50.91,0,28,0.72,0,Excellent customer service.,2025-07-02,661.8299999999999,0.0,19.683999999999997,272,661.8299999999999,2
1950,38,1,9,94363,14,24,36.54,9,18,0.61,0,Love the products and fast shipping.,2025-07-07,876.96,7892.64,12.716999999999999,267,8.045504587155964,0
1951,20,0,1,27982,41,8,27.77,1,30,0.88,0,"Great experience, will shop again!",2025-08-23,222.16,222.16,21.036,220,17.08923076923077,1
1952,45,1,9,89982,100,19,62.6,2,4,0.56,0,Very satisfied with my purchase.,2025-08-18,1189.4,2378.8,2.932,225,47.576,2
1953,52,1,8,176240,70,41,61.65,12,28,0.06,0,The website is easy to use.,2025-06-08,2527.65,30331.800000000003,19.881999999999998,296,17.432068965517242,1
1954,23,1,8,144331,55,20,58.05,4,11,0.22,0,Excellent customer service.,2025-08-01,1161.0,4644.0,7.933999999999999,242,23.693877551020407,1
1955,48,1,5,33574,65,38,42.27,14,22,0.78,0,"Great experience, will shop again!",2025-08-01,1606.2600000000002,22487.640000000003,15.466,242,9.50449704142012,1
1956,22,1,0,59223,50,10,50.53,0,18,0.02,0,"Great experience, will shop again!",2025-05-04,505.3,0.0,12.894,331,505.3,1
1957,59,0,1,49206,76,24,44.57,7,1,0.57,0,"Great experience, will shop again!",2025-05-24,1069.68,7487.76,0.829,311,12.584470588235295,2
1958,67,1,5,26850,55,38,32.68,15,13,0.24,0,Good quality and value for money.,2025-08-09,1241.84,18627.6,9.328,234,6.860994475138121,1
1959,50,1,1,84288,93,38,49.42,13,1,0.8,0,Very satisfied with my purchase.,2025-06-01,1877.96,24413.48,0.7599999999999999,303,11.961528662420383,2
1960,64,1,7,93382,20,36,35.76,14,30,0.77,0,Very satisfied with my purchase.,2025-07-07,1287.36,18023.039999999997,21.069,267,7.617514792899407,0
1961,26,0,9,122256,49,22,49.81,5,26,0.47,0,"Great experience, will shop again!",2025-08-15,1095.8200000000002,5479.1,18.358999999999998,228,17.96426229508197,1
1962,50,1,9,87288,79,37,59.01,12,13,0.97,0,"Great experience, will shop again!",2025-07-22,2183.37,26200.44,9.109,252,15.057724137931034,2
1963,56,1,2,132619,88,44,59.91,14,20,0.31,0,The website is easy to use.,2025-07-14,2636.04,36904.56,14.207,260,15.597869822485206,2
1964,26,0,9,43437,62,26,39.05,8,16,0.51,0,Good quality and value for money.,2025-10-26,1015.3,8122.4,11.347,156,10.46701030927835,1
1965,68,1,1,59475,59,33,36.0,11,19,0.11,0,Very satisfied with my purchase.,2025-06-08,1188.0,13068.0,13.566999999999998,296,8.93233082706767,1
1966,19,0,5,35578,49,9,44.61,1,25,0.08,0,Love the products and fast shipping.,2025-06-01,401.49,401.49,17.776,303,30.883846153846154,1
1967,18,0,9,56366,51,8,42.3,0,18,0.79,0,Good quality and value for money.,2025-05-16,338.4,0.0,12.663,319,338.4,1
1968,32,1,0,84668,75,40,58.31,14,2,0.76,1,I will not be shopping here again.,2025-04-13,2332.4,32653.600000000002,1.472,352,13.801183431952664,2
1969,61,0,1,70488,57,38,46.29,15,21,0.99,0,The website is easy to use.,2025-05-29,1759.02,26385.3,14.703,306,9.718342541436463,1
1970,28,1,5,27976,27,5,37.08,0,24,0.87,0,"Great experience, will shop again!",2025-10-05,185.39999999999998,0.0,16.839,177,185.39999999999998,0
1971,20,1,7,51240,9,4,32.47,0,24,0.34,1,The product did not match the description.,2024-11-20,129.88,0.0,16.997999999999998,496,129.88,0
1972,47,1,4,60302,27,20,41.05,6,7,0.51,0,The website is easy to use.,2025-08-17,821.0,4926.0,5.047,226,11.246575342465754,0
1973,37,0,9,70395,51,10,38.82,1,22,0.6,0,"Great experience, will shop again!",2025-07-06,388.2,388.2,15.519999999999998,268,29.861538461538462,1
1974,51,1,0,52689,95,30,47.0,9,14,0.45,0,Love the products and fast shipping.,2025-07-27,1410.0,12690.0,9.964999999999998,247,12.935779816513762,2
1975,27,0,8,142241,97,23,58.84,3,17,0.61,0,Love the products and fast shipping.,2025-07-18,1353.3200000000002,4059.9600000000005,12.017,256,36.576216216216224,2
1976,67,1,1,71365,26,31,43.54,13,5,0.59,0,Good quality and value for money.,2025-10-24,1349.74,17546.62,3.623,158,8.597070063694268,0
1977,31,0,5,67472,89,11,49.4,0,17,0.38,0,The website is easy to use.,2025-09-17,543.4,0.0,12.085999999999999,195,543.4,2
1978,46,0,7,84640,54,37,56.72,13,17,1.0,0,Excellent customer service.,2025-09-11,2098.64,27282.32,11.899999999999999,201,13.367133757961783,1
1979,18,0,1,35020,73,11,37.91,0,21,0.63,0,Very satisfied with my purchase.,2025-08-12,417.01,0.0,14.811,231,417.01,2
1980,29,0,3,36323,43,17,42.44,6,11,0.77,0,Very satisfied with my purchase.,2025-10-22,721.48,4328.88,7.768999999999999,160,9.883287671232877,1
1981,38,0,4,66368,61,26,48.13,8,19,0.89,1,Customer service was unhelpful.,2025-01-29,1251.38,10011.04,13.332999999999998,426,12.900824742268043,1
1982,68,1,9,84594,32,20,40.32,6,8,0.72,0,Very satisfied with my purchase.,2025-05-11,806.4,4838.4,5.683999999999999,324,11.046575342465752,0
1983,40,0,9,143842,18,35,57.78,13,6,0.56,0,Very satisfied with my purchase.,2025-05-04,2022.3,26289.899999999998,4.331999999999999,331,12.880891719745224,0
1984,54,1,9,111963,70,27,66.27,7,22,0.69,0,The website is easy to use.,2025-09-03,1789.29,12525.029999999999,15.492999999999999,209,21.050470588235292,1
1985,43,1,3,75093,64,41,46.27,14,19,0.2,0,Love the products and fast shipping.,2025-08-19,1897.0700000000002,26558.980000000003,13.54,224,11.22526627218935,1
1986,49,1,7,46052,30,12,44.11,3,8,0.2,0,"Great experience, will shop again!",2025-09-01,529.3199999999999,1587.9599999999998,5.84,211,14.305945945945945,0
1987,62,1,9,111195,21,33,48.33,13,1,0.48,0,The website is easy to use.,2025-08-31,1594.8899999999999,20733.57,0.856,212,10.158535031847133,0
1988,55,0,9,78223,49,25,54.27,7,2,0.01,0,The website is easy to use.,2025-06-06,1356.75,9497.25,1.6969999999999998,298,15.961764705882352,1
1989,23,0,2,69659,67,17,45.46,4,12,0.23,0,Excellent customer service.,2025-07-06,772.82,3091.28,8.630999999999998,268,15.771836734693878,1
1990,37,0,9,74247,57,11,52.71,0,11,0.85,0,Good quality and value for money.,2025-08-24,579.8100000000001,0.0,7.744999999999999,219,579.8100000000001,1
1991,38,0,5,77074,46,41,36.69,15,18,0.66,0,Very satisfied with my purchase.,2025-06-02,1504.29,22564.35,12.702,302,8.310994475138122,1
